num_naive	num_flu	auc_loneliness	auc_transport	repeat
1000	5	0.9181909547738865	0.5083417085427201	0
1000	5	0.5503517587939775	0.5845226130653352	1
1000	5	0.38311557788944955	0.4178894472361836	2
1000	5	0.8156783919598027	0.2824120603015081	3
1000	5	0.9396984924623295	0.6828140703517671	4
1000	5	0.31658291457286514	0.3415075376884432	5
1000	5	0.5680402010050253	0.31256281407035197	6
1000	5	0.5244221105527641	0.5720603015075383	7
1000	5	0.503115577889448	0.5413065326633181	8
1000	5	0.649849246231162	0.4030150753768846	9
1000	10	0.69121212121212	0.35383838383838595	0
1000	10	0.7737373737373778	0.4827272727272755	1
1000	10	0.3658585858585881	0.39979797979798226	2
1000	10	0.9904040404040463	0.36717171717171926	3
1000	10	0.7646464646464665	0.543232323232324	4
1000	10	0.639292929292932	0.32080808080808276	5
1000	10	0.7383838383838289	0.3862626262626282	6
1000	10	0.5416161616161644	0.5920202020202028	7
1000	10	0.7484848484848385	0.490000000000003	8
1000	10	0.7694949494949491	0.4245454545454571	9
1000	20	0.7484183673469389	0.4159183673469405	0
1000	20	0.6854591836734658	0.4484183673469397	1
1000	20	0.7448469387755109	0.3505612244897983	2
1000	20	0.8617346938775502	0.3800510204081648	3
1000	20	0.6592346938775502	0.4813265306122463	4
1000	20	0.7779081632653041	0.32239795918367625	5
1000	20	0.9263265306122505	0.4161224489795927	6
1000	20	0.7250510204081615	0.4758163265306129	7
1000	20	0.7934183673469304	0.5048469387755112	8
1000	20	0.8634693877550884	0.43433673469388007	9
1000	40	0.8017708333333405	0.43046874999999846	0
1000	40	0.8220572916666695	0.5336458333333335	1
1000	40	0.833515625000005	0.4332552083333345	2
1000	40	0.7800520833333306	0.3982552083333322	3
1000	40	0.8090885416666705	0.4838281250000009	4
1000	40	0.8199479166666689	0.42940104166666565	5
1000	40	0.8736458333333432	0.5050520833333347	6
1000	40	0.8374479166666657	0.4737239583333333	7
1000	40	0.8200781250000039	0.4887239583333347	8
1000	40	0.8279947916666626	0.445833333333335	9
1000	80	0.8294836956521726	0.5148097826086956	0
1000	80	0.8648505434782668	0.5797554347826072	1
1000	80	0.8608831521739143	0.5046875000000002	2
1000	80	0.8300000000000005	0.4512364130434784	3
1000	80	0.834945652173918	0.5476222826086982	4
1000	80	0.8049592391304354	0.5292391304347845	5
1000	80	0.8759646739130491	0.5113586956521766	6
1000	80	0.8568885869565225	0.5165489130434779	7
1000	80	0.8520652173913094	0.5626086956521743	8
1000	80	0.8470244565217421	0.49929347826087184	9
1000	160	0.8576860119047665	0.5808779761904767	0
1000	160	0.8698437499999998	0.6232812499999976	1
1000	160	0.889367559523809	0.5695758928571424	2
1000	160	0.850513392857142	0.5664732142857147	3
1000	160	0.8767485119047626	0.6044196428571413	4
1000	160	0.8590104166666661	0.6028124999999946	5
1000	160	0.9138020833333308	0.5620535714285712	6
1000	160	0.8592782738095238	0.5624627976190473	7
1000	160	0.8826264880952344	0.6278348214285727	8
1000	160	0.9009598214285711	0.5958407738095218	9
1000	320	0.9111856617647074	0.649931066176472	0
1000	320	0.9207077205882388	0.6841727941176503	1
1000	320	0.9192141544117693	0.6479779411764692	2
1000	320	0.8990946691176482	0.6424310661764726	3
1000	320	0.8921323529411733	0.6481112132352953	4
1000	320	0.9012545955882346	0.6626700367647087	5
1000	320	0.9229273897058891	0.6363832720588252	6
1000	320	0.8929687500000011	0.6362086397058851	7
1000	320	0.9134283088235358	0.6728676470588253	8
1000	320	0.8906066176470573	0.663777573529413	9
